행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2024 영 아티스트 시리즈 - 국제 콩쿠르 입상자 콘서트 소프라노이해원&베니스 정인호,이천아트홀 대공연장,클래식,2024-07-27,2024-07-27,17:00,18:00,유료,이천문화재단,이천문화재단,031-636-2202,,150,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
2024 D-111 힐링음악회,이천아트홀 대공연장,클래식,2024-07-26,2024-07-26,19:00,20:00,무료,이천문화재단,이천문화재단,031-636-2202,,1200,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
2024 경찰가족 소방가족을 위한 힐링콘서트,이천아트홀 대공연장,클래식,2024-07-25,2024-07-25,19:00,20:00,무료,이천문화재단,이천문화재단,031-636-2202,,1200,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
2024 예술경영지원센터 마술피리,이천아트홀 소공연장,뮤지컬,2024-07-13,2024-07-13,15:00,16:00,유료,이천문화재단,이천문화재단,031-636-2202,,451,전석 30000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
연극 고도를 기다리며,이천아트홀 대공연장,연극,2024-07-04,2024-07-05,14:00,16:30,유료,이천문화재단,이천문화재단,031-636-2202,,1200,R50000 S30000 A10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
2024 부악로 40의 사건수첩,이천아트홀 전관,이머시브연극,2024-06-24,2024-06-28,10:00,15:00,무료,이천문화재단,이천문화재단,031-636-2202,,494,,"초등학교 4,5,6학년",,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
2024 영 아티스트 시리즈 - 국제 콩쿠르 입상자 콘서트 첼리스트 김정아,이천아트홀 대공연장,클래식,2024-06-22,2024-06-22,17:00,18:00,유료,이천문화재단,이천문화재단,031-636-2202,,150,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
마티네콘서트 이응광의 음악공방 5th - 피아니스트 박연민,이천아트홀 대공연장,클래식,2024-05-30,2024-05-30,11:00,12:00,유료,이천문화재단,이천문화재단,031-636-2202,,150,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
2024 영 아티스트 시리즈 - 국제 콩쿠르 입상자 콘서트 피아니스트 정한빈,이천아트홀 대공연장,클래식,2024-05-25,2024-05-25,17:00,18:00,유료,이천문화재단,이천문화재단,031-636-2202,,150,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
제12회 박재홍가요제,금나래아트홀,노래경연 및 시상,2025-11-14,2025-11-14,00:00,00:00,무료,금천문화원,금천문화원,02-896-8552,,552,,누구나,,행사시각미정,http://gc.or.kr/,,Y,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,37.45706511,126.8960352,2025-02-25,3170000,서울특별시 금천구
국악신동 김태연과 함께하는 열린음악회,무안군승달문화예술회관,음악,2023-09-15,2023-09-15,19:30,21:30,유료,전라남도 무안군청,한국문화예술회관연합회,061-450-4090,문화체육관광부+한국문화예술위원회,519,5000,8세이상,국가유공자 50프로할인,,http://www.muan.go.kr/culture,http://www.muan.go.kr/culture,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
그 놈은 예뻤다,무안군승달문화예술회관,연극,2023-10-26,2023-10-26,19:30,21:30,유료,전라남도 무안군청,전라남도 무안군청,061-450-4090,,519,5000,8세이상,국가유공자 50프로할인,,http://www.muan.go.kr/culture,http://www.muan.go.kr/culture,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
발레 천학의 비상,무안군승달문화예술회관,무용,2023-11-23,2023-11-23,19:30,21:30,유료,전라남도 무안군청,한국문화예술회관연합회,061-450-4090,문화체육관광부+한국문화예술위원회,519,3000,8세이상,국가유공자 50프로할인,,http://www.muan.go.kr/culture,http://www.muan.go.kr/culture,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
살롱콘서트 라비앙로즈,무안군승달문화예술회관,다원,2023-12-07,2023-12-07,19:30,21:30,유료,전라남도 무안군청,한국문화예술회관연합회,061-450-4090,문화체육관광부+한국문화예술위원회,519,5000,8세이상,국가유공자 50프로할인,,http://www.muan.go.kr/culture,http://www.muan.go.kr/culture,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
뮤지컬 어게인,무안군승달문화예술회관,뮤지컬,2023-12-14,2023-12-14,14:00,21:30,유료,전라남도 무안군청+극단갯돌,전라남도문화재단,061-450-4090,,519,1000,8세이상,국가유공자 50프로할인,,http://www.muan.go.kr/culture,http://www.muan.go.kr/culture,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
2024 굿(GOOD)보러가자,무안군승달문화예술회관,국악,2024-05-10,2024-05-10,19:30,21:30,무료,전라남도 무안군청+극단갯돌,전라남도문화재단,061-450-4090,,519,,8세이상,,,http://www.muan.go.kr/culture,http://www.muan.go.kr/culture,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
뮤지컬 셰프,무안군승달문화예술회관,뮤지컬,2024-06-13,2024-06-13,19:30,21:00,유료,전라남도 무안군청+예술경영지원센터,전라남도 무안군청,061-450-4090,문화체육관광부,519,3000,8세 이상,국가유공자 50프로할인,,http://www.muan.go.kr/culture,http://www.muan.go.kr/culture,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
어게인,무안군승달문화예술회관,뮤지컬,2024-07-18,2024-07-18,19:30,20:40,유료,전라남도 무안군청+극단갯돌,전라남도+전남문화재단+전라남도 무안군청,061-450-4090,,519,1000,8세 이상,국가유공자 50프로할인,,http://www.muan.go.kr/culture,,Y,전라남도 무안군 무안읍 창포로 8,전라남도 무안군 무안읍 교촌리 127-4,34.990335,126.472031,2025-02-24,4950000,전라남도 무안군
작품 발표 지원사업위클리 1472,관천로 문화플랫폼 S1473,작품 발표 지원사업,2024-07-03,2024-08-03,10:00,18:00,무료,관악문화재단,관악문화재단,02-6357-5003,,,,전체,,,https://gfac.or.kr/,,N,,서울특별시 관악구 신림동 1472-1,37.48474926,126.9250817,2025-03-12,3200000,서울특별시 관악구
고블린파티 공주전,관악아트홀 공연장,가족현대무용극 <공주전>,2024-05-10,2024-05-10,11:00,12:00,유료,관악문화재단+ 고블린파티,관악문화재단+ 고블린파티,02-828-5864,,700,R석 30000+ 가족석 10000,만 3세 이상,구민할인 등,,https://gfac.or.kr/,,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
고블린파티 공주전,관악아트홀 공연장,가족현대무용극 <공주전>,2024-05-11,2024-05-11,15:00,16:00,유료,관악문화재단+ 고블린파티,관악문화재단+ 고블린파티,02-828-5864,,700,R석 30000+ 가족석 10001,,,,https://gfac.or.kr/,,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
2024 관악아트홀 상주단체 음악극 악녀+ 메디아에 대한 오해,관악아트홀 공연장,극단<죽도록 달린다> 신작+ 그리스 대표 비극 <메디아>를 새롭게 각색하여  한아름x서재형x황호준 제작진이 함께한 창작국악뮤지컬,2024-06-28,2024-06-28,19:30,21:10,유료,관악문화재단+ 극단죽도록달린다,관악문화재단+ 극단죽도록달린다,02-828-5864,,700,R석 30000+ S석 20000,17세 이상,관악구민 R석 1만원,,https://gfac.or.kr/site/main/performance/124/view,interpark.com,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
2024 관악아트홀 상주단체 음악극 악녀+ 메디아에 대한 오해,관악아트홀 공연장,극단<죽도록 달린다> 신작+ 그리스 대표 비극 <메디아>를 새롭게 각색하여  한아름x서재형x황호준 제작진이 함께한 창작국악뮤지컬,2024-06-29,2024-06-29,14:30,16:10,유료,관악문화재단+ 극단죽도록달린다,관악문화재단+ 극단죽도록달린다,02-828-5864,,700,R석 30000+ S석 20000,,,,https://gfac.or.kr/site/main/performance/124/view,interpark.com,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
2024 관악아트홀 상주단체 음악극 악녀+ 메디아에 대한 오해,관악아트홀 공연장,극단<죽도록 달린다> 신작+ 그리스 대표 비극 <메디아>를 새롭게 각색하여  한아름x서재형x황호준 제작진이 함께한 창작국악뮤지컬,2024-06-29,2024-06-29,18:30,20:10,유료,관악문화재단+ 극단죽도록달린다,관악문화재단+ 극단죽도록달린다,02-828-5864,,700,R석 30000+ S석 20000,,,,https://gfac.or.kr/site/main/performance/124/view,interpark.com,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
관악문화재단 초대전-조영각 개인전 현상 해독,관악아트홀 전시실,"조영각 작가의 제4회 개인전으로, 작가의 시각으로 우리를 둘러싼 세계를 탐구하는 전시이다.",2024-05-02,2024-05-31,10:00,18:00,무료,관악문화재단,관악문화재단,02-828-5856,,,,,,,https://gfac.or.kr/site/main/performance/EXHIBITION/view/122,,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
관악아트홀 기획전시 웰컴투 숲씨네,관악아트홀 전시실,관악아트홀 전시실이 시원한 숲속 영화관으로 변신합니다,2024-07-25,2024-08-30,10:00,18:00,무료,관악문화재단,관악문화재단,02-828-5856,,,,,,,https://gfac.or.kr/site/main/performance/EXHIBITION/view/134,,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
2024 아시테지 국제여름축제 IN 관악 문제적 핑크,관악아트홀 공연장,"캐나다 퀘벡-프랑스 공동 제작, 아시아 초연 공연. 우리동네에서 만나는 해외 예술경험.",2024-07-27,2024-07-27,16:00,16:50,유료,관악문화재단+(사)국제아동청소년연극협회,관악문화재단,02-828-5854,,700,R석 50000+ S석 30000,8세 이상,구민할인 50+복지 50+경로우대 50+MOU협약 30+SNS친구할인 20 등,,https://gfac.or.kr/site/main/performance/PERFORMANCE/view/128,interpark.com,Y,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448709,2025-03-12,3200000,서울특별시 관악구
(혁신)명작뮤지컬<넌 특별하단다>(온라인 비대면),온라인,뮤지컬,2022-04-19,2022-04-21,19:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,500,전석 1만3천원,,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
[Live Up]ep.04 쏜애플 콘서트,코스모스대극장,대중음악,2022-04-23,2022-04-23,19:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,597,R석 6만원+S석 5만원,만 13세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
[문화가 있는 날] 남경주와 함께하는 올댓스테이지-클래식,코스모스대극장,클래식,2022-04-27,2022-04-27,11:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,387,전석 1만원,만 7세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
가족뮤지컬<꼬마버스 타요>,코스모스대극장,뮤지컬,2022-05-05,2022-05-07,11:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,2985,R석 3만5천원+S석 2만5천원,만 20개월이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
넌버벌 가족극 <네네네>,유채꽃소극장,연극,2022-05-14,2022-05-15,11:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,280,전석 2만5천원,만 36개월이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
"남진 孝 콘서트 with 윤수현, 영지",코스모스대극장,대중음악,2022-05-14,2022-05-14,15:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,1266,R석 7만7천원+S석 6만6천원+OP석 6만원,만 7세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
이은결 MAGIC & ILLUSION,코스모스대극장,복합,2022-05-21,2022-05-21,15:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,1194,R석 6만6천원+S석 5만5천원,만 5세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
뮤지컬 <구구> 쇼케이스,유채꽃소극장,뮤지컬,2022-06-04,2022-06-04,14:00,21:00,무료,구리문화재단,구리문화재단,031-580-7900,,544,,만 36개월이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
장사익과 친구들 <여행>,코스모스대극장,대중음악,2022-06-11,2022-06-11,17:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,597,R석 7만원+S석 6만원,만 7세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
어린이 인형극 <홍동지와 이시미>,유채꽃소극장,연극,2022-06-25,2022-06-25,11:00,14:00,유료,구리문화재단+문화예술굼터 ??(FFWANG),한국문화예술회관연합회,031-580-7900,,544,전석 2만원,만 36개월 이상 관람가,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
천안시국악관현악단정기공연,봉서홀,정기공연,2024-04-19,2024-04-19,19:30,21:00,유료,천안시국악관현악단,충청남도 천안시청,,,,,,,,,, ,충남 천안시 서북구 번영로 156 천안시청,,,,2024-06-14,4490000,충청남도 천안시
천안시흥타령풍물단 정기공연,독립기념관,정기공연,2024-05-25,2024-05-25,12:00,13:40,무료,천안시흥타령풍물단,충청남도 천안시청,,,,,,,,,, ,충남 천안시 동남구 목천읍 독립기념관로 1,,,,2024-06-14,4490000,충청남도 천안시
천안시립합창단 정기공연,성환문화회관,정기공연,2024-06-20,2024-06-20,19:30,21:00,유료,천안시립합창단,충청남도 천안시청,,,,,,,,,, ,충청남도 천안시 서북구 성환읍 성진로 15,,,,2024-06-14,4490000,충청남도 천안시
북구 합창단 정기연주회,광주 예술의전당 대극장,구립합창단 합창공연 및 특별출연진 공연,2025-10-01,2025-10-31,19:30,21:00,무료,광주광역시 북구,광주광역시 북구,062-410-8479,,1102,,전체관람가,,,,,Y,광주광역시 북구 북문대로 60,광주광역시 북구 운암동 328-16,35.17820559,126.8819942,2025-02-03,3620000,광주광역시 북구
제16회 용봉골 정월대보름 한마당,광주 새봄어린이공원,세시풍속체험+풍물공연,2025-02-08,2025-02-08,13:00,16:00,무료,정월대보름한마당행사추진위원회,광주광역시 북구,062-410-8207,,,,,,,,, ,,광주광역시 북구 용봉동 1250-6,,,2025-02-03,3620000,광주광역시 북구
원삼각마을 정월대보름 행사,원삼각마을 입구,민속놀이체험+풍물굿,2025-02-08,2025-02-08,15:00,17:00,무료,삼각동주민자치회,광주광역시 북구,062-410-8207,,,,,,,,, ,,광주광역시 북구 삼각동 152-1,,,2025-02-03,3620000,광주광역시 북구
충효당산제,충효동 느티나무 보호수 주변,당산제 재현+지신밟기,2025-02-11,2025-02-11,19:00,22:00,무료,충효역사마을발전협의회,광주광역시 북구,062-410-8207,,,,,,,,, ,,광주광역시 북구 충효동 485,,,2025-02-03,3620000,광주광역시 북구
용전마을 정월대보름 당산제,용전회전교차로 앞,당산제 재현+지신밟기,2025-02-12,2025-02-12,10:00,11:30,무료,전통용전농악회,광주광역시 북구,062-410-8207,,,,,,,,, ,광주광역시 북구 용전마을길 9-1,,,,2025-02-03,3620000,광주광역시 북구
"숲속 열린 음악회 with 이현공원 (이무진,윤민수)",이현공원 잔디광장,콘서트,2024-05-18,2024-05-18,19:00,20:30,무료,대구광역시 서구문화회관,대구광역시 서구문화회관,053-663-3081,,2000,,14세이상,,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87278996,128.5455378,2025-02-04,3430000,대구광역시 서구
서구愛마토콘서트 「나릿 프로젝트 요즘 흥보가」,서구문화회관 공연장,콘서트,2024-05-25,2024-05-25,17:00,18:10,무료,대구광역시 서구문화회관+밴드나릿,대구광역시 서구문화회관,053-663-3081,,442,,8세이상,,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87278996,128.5455378,2025-02-04,3430000,대구광역시 서구
뮤지컬 「더 템페스트」,서구문화회관 공연장,뮤지컬,2024-06-15,2024-06-15,15:00,20:30,무료,대구광역시 서구문화회관+지오뮤직,대구광역시 서구문화회관+지오뮤직,053-663-3081,,442,,8세이상,,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87278996,128.5455378,2025-02-04,3430000,대구광역시 서구
대구시립국악단 「백리향」,서구문화회관 공연장,국악,2024-06-19,2024-06-19,19:30,21:00,무료,대구광역시 서구문화회관+대구시립국악단,대구광역시 서구문화회관,053-663-3081,,442,,14세이상,,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87278996,128.5455378,2025-02-04,3430000,대구광역시 서구
문화예술르네상스,강동농협 로컬푸드 직매장,읍면동 찾아가는 콘서트 + 대중가수공연,2024-05-04,2024-05-04,10:30,15:00,무료,경상북도 경주시,(재)경주문화재단,054-777-7390,,1000,,전연령,,,https://garts.kr/,,N,,경상북도 경주시 강동면 인동리 78,35.9858328725,129.2759463601,2024-06-13,5050000,경상북도 경주시
2024 경주국악여행 국악열전,첨성대 광장,경주명소 + 다양한 국악장르 + 전문국악단체,2024-04-27,2024-04-27,16:00,17:30,무료,(재)경주문화재단,경상북도 경주시,054-777-6302,,,,전연령,,,https://garts.kr/,,N,경상북도 경주시 중앙로21,경상북도 경주시 노동동 261,35.84175025,129.2113396,2024-06-13,5050000,경상북도 경주시
2024 경주국악여행 국악열전,월정교 광장,경주명소 + 다양한 국악장르 + 전문국악단체,2024-05-04,2024-05-04,16:00,17:30,무료,(재)경주문화재단,경상북도 경주시,054-777-6302,,,,전연령,,,https://garts.kr/,,N,,경상북도 경주시 교동 274,35.82887114,129.2204055,2024-06-13,5050000,경상북도 경주시
2024 경주국악여행 국악열전,교촌마을 광장,경주명소 + 다양한 국악장르 + 전문국악단체,2024-05-25,2024-05-25,18:00,19:30,무료,(재)경주문화재단,경상북도 경주시,054-777-6302,,,,전연령,,,https://garts.kr/,,N,경상북도 경주시 교촌길 39-2,경상북도 경주시 교동 88-5,35.8296328,129.2146954,2024-06-13,5050000,경상북도 경주시
조희창의 <작곡가 집중탐구>,경주예술의전당 대회의실,음악사 강의,2024-04-19,2024-07-19,10:00,12:00,유료,(재)경주문화재단,경상북도 경주시,054-777-6306,,40,120000,성인,,,https://garts.kr/,,Y,경상북도 경주시 알천북로 1,경상북도 경주시 황성동 988,35.86235686,129.2059986,2024-06-13,5050000,경상북도 경주시
전효진의 <은빛 발레리나>,경주예술의전당 대연습실,실버 발레 수업,2024-04-19,2024-08-02,10:00,12:00,유료,(재)경주문화재단,경상북도 경주시,054-777-6306,,30,160000,60세 이상 여성,,,https://garts.kr/,,Y,경상북도 경주시 알천북로 1,경상북도 경주시 황성동 988,35.86235686,129.2059986,2024-06-13,5050000,경상북도 경주시
박파랑의 <클래식 서양미술사>,경주예술의전당 대회의실,미술사 강의,2024-04-18,2024-05-23,14:00,16:00,유료,(재)경주문화재단,경상북도 경주시,054-777-6306,,40,60000,성인,,,https://garts.kr/,,Y,경상북도 경주시 알천북로 1,경상북도 경주시 황성동 988,35.86235686,129.2059986,2024-06-13,5050000,경상북도 경주시
전시공간지원사업 프로젝트 공유-김진룡,경주예술의전당 알천미술관 갤러리달,지역예술인 전시(서각),2024-05-07,2024-05-19,10:00,18:00,무료,(재)경주문화재단,경상북도 경주시,054-777-6306,,,,전연령,,,https://garts.kr/,,Y,경상북도 경주시 알천북로 1,경상북도 경주시 황성동 988,35.86235686,129.2059986,2024-06-13,5050000,경상북도 경주시
전시공간지원사업 프로젝트 공유-양윤정,경주예술의전당 알천미술관 갤러리달,지역예술인 전시(유화),2024-05-21,2024-06-02,10:00,18:00,무료,(재)경주문화재단,경상북도 경주시,054-777-6306,,,,전연령,,,https://garts.kr/,,Y,경상북도 경주시 알천북로 1,경상북도 경주시 황성동 988,35.86235686,129.2059986,2024-06-13,5050000,경상북도 경주시
2024 봉황대뮤직스퀘어,경주 봉황대 광장 특설무대,대중 가수 콘서트,2024-05-10,2024-08-30,20:00,21:30,무료,(재)경주문화재단,경상북도 경주시,054-777-6305,,900,,전연령,,,https://garts.kr/,,N,,경상북도 경주시 노동동 261,35.8412645,129.2106453,2024-06-13,5050000,경상북도 경주시
2024 교촌문화공연 신라오기,경주 교촌마을 광장 특설무대,창작 마당극(삼국사기에 기록된 신라의 다섯가지 놀이를 재해석하여 엮음),2024-04-13,2023-09-30,13:00,16:00,무료,(재)경주문화재단,경상북도 경주시,054-777-6305,,200,,전연령,,,https://garts.kr/,,N,경상북도 경주시 교촌길 39-2,경상북도 경주시 교동 59-3,35.8296328,129.2146954,2024-06-13,5050000,경상북도 경주시
한수원과 함께하는 인디뮤직프로젝트,경주 봉황대 광장 특설무대,인디뮤직 가수 콘서트,2024-05-15,2024-05-15,15:30,18:30,무료,(재)경주문화재단,한국수력원자력㈜,054-777-6305,,1500,,전연령,,,https://garts.kr/,,N,,경상북도 경주시 노동동 261,35.8412645,129.2106453,2024-06-13,5050000,경상북도 경주시
2022 신년음악회<A New Year Concert>,코스모스대극장,클래식,2022-02-22,2022-02-22,19:30,21:00,무료,구리문화재단,구리문화재단,031-580-7900,,315,,만 7세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
[문화가 있는 날-키즈브런치] 아카펠라그룹 제니스와 함께하는 목소리상자,코스모스대극장,대중음악,2022-02-23,2022-02-23,11:00,21:00,무료,구리문화재단,구리문화재단,031-580-7900,,315,,만 24개월 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
윤한의 화이트데이 콘서트 with 권서경,코스모스대극장,대중음악,2022-03-19,2022-03-19,19:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,500,R석 3만원+S석 2만원,만 7세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
청소년 연극 <지수가 누구야>,유채꽃소극장,연극,2022-03-29,2022-03-29,19:30,21:00,무료,구리문화재단,구리문화재단,031-580-7900,,220,,만 12세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
[문화가 있는 날] 남경주와 함께하는 올댓스테이지 - 뮤지컬,코스모스대극장,뮤지컬,2022-03-30,2022-03-30,11:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,387,전석 1만원,만 7세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
존노 <디 아더 사이드 (The Other Side)> 앵콜 콘서트,코스모스대극장,크로스오버,2022-04-09,2022-04-09,17:00,21:00,유료,구리문화재단,구리문화재단,031-580-7900,,500,R석 9만9천원+S석 7만7천원,만 7세 이상,,,http://www.guriart.or.kr,http://www.guriart.or.kr,Y,경기도 구리시 아차산로 453,,,,2024-05-24,3980000,경기도 구리시
천안시립교향악단 정기공연,봉서홀,정기공연,2024-03-08,2024-03-08,19:30,21:10,유료,천안시립교향악단,충청남도 천안시청,,,,,,,,,, ,충남 천안시 서북구 번영로 156 천안시청,,,,2024-06-14,4490000,충청남도 천안시
천안시립합창단 정기공연,성환문화회관,정기공연,2024-04-04,2024-04-04,19:30,21:00,유료,천안시립합창단,충청남도 천안시청,,,,,,,,,, ,충남 천안시 서북구 성환읍 성진로 15,,,,2024-06-14,4490000,충청남도 천안시
강서구립극단 20주년 특별공연 창작뮤지컬 <도연>,강서구민회관,강서구립극단 20주년 기념 특별공연 창작뮤지컬 <도연> 주최,2024-12-13,2024-12-15,18:00,21:00,무료,서울특별시 강서구,서울특별시 강서구,02-2600-6078,,500,,,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 우장산로 66,,37.55343642,126.8436489,2025-01-06,3150000,서울특별시 강서구
2024 겸재 문화예술 아카데미 실기강좌 수강생 작품전,겸재정선미술관 1층,아카데미 실기강좌 수강생 작품 전시회,2024-12-20,2024-12-26,10:00,17:00,유료,겸재정선미술관,겸재정선미술관,02-2659-2206,,,성인1000원 + 청소년 500원 등,,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 196,,37.53694915,126.8377072,2025-01-06,3150000,서울특별시 강서구
송년특집 <구창모x김충훈> 듀오 콘서트,강서아트리움,80년대 인기 록그룹 ’송골매’의 리드보컬 구창모와 ’세븐돌핀스’ 김충훈이 라이브밴드와 함께 한 무대,2024-12-21,2024-12-21,15:00,17:30,무료,서울특별시 강서구,서울특별시 강서구,02-2692-4266,,215,,초등학생 이상,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 196,,37.53694915,126.8377072,2025-01-06,3150000,서울특별시 강서구
